Quick games (created by Yernar Shambayev)

82-10, 93827983214
84-10, 93827368839
84-10, 93827368835
84-10, 93827368829
84-10, 93827368825
84-10, 93827367839
84-10, 93827367835
84-10, 93827367829
84-10, 93827367825
84-10, 93827366839
84-10, 93827366835
84-10, 93827366829
84-10, 93827366825
84-10, 93827363894
84-10, 93827363892
84-10, 93827363889
84-10, 93827363885
84-10, 93827363879
84-10, 93827363875
84-10, 93827363869
84-10, 93827363865
86-10, 93827363597
84-10, 93827362894
84-10, 93827362892
84-10, 93827362889
84-10, 93827362885
84-10, 93827362879
84-10, 93827362875
84-10, 93827362869
84-10, 93827362865
84-10, 93827362829
84-10, 93827362825
86-10, 93827362597
82-10, 93827358899
82-10, 93827357899
82-10, 93827356899
82-10, 93827353899
82-10, 93827352899
82-10, 93826983455
82-10, 93826983255
84-10, 93817893635
84-10, 93817893615
84-10, 93817813539
84-10, 93817813534
84-10, 93817813532
84-10, 93817813519
84-10, 93817813514
84-10, 93817813512
82-10, 93817813499
82-10, 93817813492
82-10, 93817813299
82-10, 93817813284
82-10, 93817813274
82-10, 93817813264
82-10, 93817813234
82-10, 93817813224
82-10, 93817813214
84-10, 93817793635
84-10, 93817793615
84-10, 93817713539
84-10, 93817713534
84-10, 93817713532
84-10, 93817713519
84-10, 93817713514
84-10, 93817713512
82-10, 93817713499
82-10, 93817713492
82-10, 93817713299
82-12, 93817713284
82-10, 93817713264
82-10, 93817713234
82-10, 93817713224
82-10, 93817713214
84-10, 93817399534
84-10, 93817399532
84-10, 93817399514
84-10, 93817399512
82-10, 93817399294
82-10, 93817399284
82-10, 93817399274
82-10, 93817399264
82-10, 93817399234
82-10, 93817399224
84-10, 93817398635
84-10, 93817398615
84-10, 93817397635
84-10, 93817397615
84-10, 93817396635
84-10, 93817396615
84-10, 93817393694
84-10, 93817393692
84-10, 93817393685
84-10, 93817393675
84-10, 93817393665
84-10, 93817393625
84-10, 93817391635
86-10, 93817363588
86-10, 93817363581
86-10, 93817363578
86-10, 93817363571
86-10, 93817363568
86-10, 93817363561
86-10, 93817363538
86-10, 93817363531
86-10, 93817361139
86-10, 93817361134
86-10, 93817361132
84-10, 93817351199
84-10, 93817351194
84-10, 93817351192
82-13, 93817319994
82-13, 93817319992
82-10, 93817319984
82-10, 93817319982
82-10, 93817319974
82-10, 93817319972
82-10, 93817319964
82-10, 93817319962
82-10, 93817319934
82-10, 93817319932
82-10, 93817319924
82-10, 93817319922
84-10, 93817318539
84-10, 93817318534
84-10, 93817318532
84-10, 93817318519
84-10, 93817318514
84-10, 93817318512
82-10, 93817318499
82-10, 93817318492
82-10, 93817318299
82-10, 93817318284
82-10, 93817318274
82-10, 93817318264
82-10, 93817318234
82-10, 93817318224
82-10, 93817318214
84-10, 93817317539
84-10, 93817317534
84-10, 93817317532
84-10, 93817317519
84-10, 93817317514
84-10, 93817317512
82-10, 93817317499
82-10, 93817317492
82-10, 93817317299
82-12, 93817317284
82-10, 93817317264
82-10, 93817317234
82-10, 93817317224
82-10, 93817317214
84-10, 93817316539
84-10, 93817316534
84-10, 93817316532
84-10, 93817316519
84-10, 93817316514
84-10, 93817316512
82-10, 93817316499
82-10, 93817316492
82-10, 93817316299
82-10, 93817316284
82-10, 93817316274
82-10, 93817316234
82-10, 93817316224
82-10, 93817316214
84-10, 93817313589
84-10, 93817313584
84-10, 93817313582
84-10, 93817313579
84-10, 93817313574
84-10, 93817313572
84-10, 93817313569
84-10, 93817313564
84-10, 93817313562
84-10, 93817313529
84-10, 93817313524
84-10, 93817313522
84-10, 93817311539
84-10, 93817311534
84-10, 93817311532
82-10, 93817311499
82-10, 93817311492
82-10, 93817311299
82-10, 93817311284
82-10, 93817311274
82-10, 93817311264
82-10, 93817311224
82-10, 93817311214
82-10, 93816813455
82-10, 93816813255
82-10, 93816713455
82-10, 93816713255
82-10, 93816399455
82-10, 93816399255
82-10, 93816319955
82-10, 93816318455
82-10, 93816318255
82-10, 93816317455
82-10, 93816317255
82-10, 93816315485
82-10, 93816315475
82-10, 93816315435
82-10, 93816315425
82-10, 93816315415
82-10, 93816315294
82-10, 93816315285
82-10, 93816315275
82-10, 93816315235
82-10, 93816315225
82-10, 93816315215
82-10, 93816311455
82-10, 93816311255
82-10, 93815869849
82-10, 93815869839
82-10, 93815869819
82-10, 93815169849
82-10, 93815169839
82-10, 93815164199
82-10, 93815164194
82-10, 93815164192
82-10, 93815163199
82-10, 93815163194
82-10, 93815163192
82-12, 93778193534
82-12, 93778193532
82-10, 93726383578
82-10, 93726383577
82-10, 93726382578
82-10, 93726382577
82-10, 93716681511
82-10, 93716383561
82-10, 93716383551
82-10, 93716383531
82-10, 93716381139
82-10, 93716381134
82-10, 93716381132
82-10, 93716186511
82-10, 93716185511
82-10, 93716183139
82-10, 93716183134
82-10, 93716183132
82-10, 93716181561
82-10, 93716181551
82-10, 93716181531
82-22, 92856932197
82-20, 92856932187
82-20, 92856932177
82-20, 92856932157
82-20, 92856932147
82-20, 92856932127
82-20, 92856842999
82-20, 92856842397
82-20, 92856742999
82-20, 92856742397
82-20, 92856542999
82-20, 92856542397
82-20, 92847994499
82-20, 92847994489
82-20, 92847994479
82-20, 92847994449
82-20, 92847994439
82-20, 92847994429
82-20, 92847992499
82-20, 92847992489
82-20, 92847992479
82-20, 92847992449
82-20, 92847992439
82-20, 92847992429
82-20, 92847984421
82-22, 92847914397
82-20, 92847914387
82-20, 92847914377
82-20, 92847914347
82-20, 92847914337
82-20, 92847914327
82-22, 92847912397
82-20, 92847912387
82-20, 92847912377
82-20, 92847912347
82-20, 92847912337
82-20, 92847912327
82-20, 92847834497
82-20, 92847832497
82-20, 92847734497
82-20, 92847732497
82-20, 92847458823
82-20, 92847457823
82-20, 92847454823
84-20, 92847452999
82-20, 92847452891
82-20, 92847452883
82-20, 92847452873
82-20, 92847452853
82-20, 92847452843
84-20, 92847452397
82-20, 92847438497
82-20, 92847437497
82-20, 92847434824
82-20, 92847432844
82-20, 92839273634
82-20, 92839273624
82-20, 92837983924
82-20, 92837983329
82-20, 92837982934
82-20, 92837982339
82-20, 92837342899
82-20, 92837243899
84-20, 92824162539
88-10, 92817262915
88-10, 92817262419
88-10, 92817261925
88-10, 92817261429
86-10, 92817252499
86-10, 92817251499
86-10, 92817248539
86-10, 92817248529
86-10, 92817248519
86-10, 92817247539
86-10, 92817247529
86-10, 92817247519
86-10, 92817242539
86-10, 92817242519
86-10, 92817241539
86-10, 92817241529
82-10, 92816348785
82-10, 92816348775
82-10, 92816348745
82-10, 92816348735
82-10, 92816348715
82-10, 92816252477
82-10, 92816252457
82-10, 92816252427
82-10, 92816252417
82-10, 92816251477
82-10, 92816251457
82-10, 92816251427
82-10, 92816251417
82-10, 92816249995
82-10, 92816249985
82-10, 92816249975
82-10, 92816249935
82-10, 92816249925
82-10, 92816249915
82-10, 92816246987
82-10, 92815869349
82-10, 92815869344
82-10, 92815869329
82-10, 92815869324
82-10, 92815869319
82-10, 92815869314
82-10, 92815869149
82-10, 92815869144
82-10, 92815869129
82-10, 92815869124
82-10, 92815869119
82-10, 92815869114
82-10, 92815865728
82-10, 92815865723
82-10, 92815865721
82-10, 92815865718
82-10, 92815865713
82-10, 92815865711
82-10, 92815864499
82-10, 92815769349
82-10, 92815769344
82-10, 92815769329
82-10, 92815769324
82-10, 92815769319
82-10, 92815769314
82-10, 92815769149
82-10, 92815769144
82-10, 92815769129
82-10, 92815769124
82-10, 92815769119
82-10, 92815769114
82-10, 92815764499
84-10, 92815262499
84-10, 92815261499
82-10, 92815169349
82-10, 92815169344
82-10, 92815169329
82-10, 92815169324
82-10, 92815169149
82-10, 92815169144
82-10, 92815169129
82-10, 92815169124
82-10, 92815164499
84-10, 92814862539
84-10, 92814862519
84-10, 92814762539
84-10, 92814762519
84-10, 92814268539
84-10, 92814268529
84-10, 92814268519
84-10, 92814267539
84-10, 92814267529
84-10, 92814267519
84-10, 92814263589
84-10, 92814263579
84-10, 92814262539
84-10, 92814262519
84-10, 92814261539
84-10, 92814261529
84-10, 92814162539
82-22, 92778852423
82-10, 92778752423
82-14, 92778752411
82-10, 92778751321
82-10, 92778652423
82-14, 92778652411
82-10, 92778651321
82-22, 92778258423
82-10, 92778257423
82-14, 92778257411
82-10, 92778256423
82-14, 92778256411
82-22, 92778252483
82-10, 92778252473
82-10, 92778252463
82-20, 92736383478
82-20, 92736383477
82-20, 92736382478
82-20, 92736382477
82-20, 92736283478
82-20, 92736283477
82-20, 92724182539
82-22, 92716688524
82-22, 92716688514
82-10, 92716687923
82-10, 92716687921
82-10, 92716687913
82-10, 92716687911
82-10, 92716687423
82-10, 92716687421
82-10, 92716687413
82-10, 92716687411
82-10, 92716686573
82-10, 92716686571
82-10, 92716686524
82-10, 92716686514
82-10, 92716685524
82-10, 92716685514
82-22, 92716681584
82-10, 92716681573
82-10, 92716681571
82-10, 92716681564
82-10, 92716681554
82-10, 92716681514
84-10, 92716282915
84-10, 92716282419
84-10, 92716281925
84-10, 92716281429
82-22, 92716188524
82-22, 92716188514
82-10, 92716187923
82-10, 92716187921
82-10, 92716187913
82-10, 92716187911
82-10, 92716187423
82-10, 92716187421
82-10, 92716187413
82-10, 92716187411
82-10, 92716186524
82-10, 92716186514
82-10, 92716185524
82-10, 92716185514
82-10, 92716181524
82-10, 92715685623
82-10, 92715685621
82-10, 92715685613
82-10, 92715685611
82-10, 92715282479
82-10, 92715281479
82-10, 92715246699
82-10, 92714682539
82-10, 92714682519
82-10, 92714653639
82-10, 92714653629
82-10, 92714653619
82-10, 92714652639
82-10, 92714652619
82-22, 92714288539
82-22, 92714288529
82-22, 92714288519
82-10, 92714286539
82-10, 92714286529
82-10, 92714286519
82-22, 92714283589
82-10, 92714283569
82-10, 92714282539
82-10, 92714282519
82-10, 92714281539
82-10, 92714281529
82-10, 92714182539
82-10, 92714152639
82-20, 92527162499
82-20, 92487163539
82-20, 92487163529
82-20, 92487162539
82-20, 92427163539
82-20, 92427163529
82-20, 92427162539
82-23, 91856931892
82-20, 91856931882
82-20, 91856931872
82-20, 91856931852
82-20, 91856931842
82-20, 91856931812
82-20, 91856849812
84-20, 91856841998
84-20, 91856841912
84-20, 91856841318
84-20, 91856841312
82-20, 91856841298
82-20, 91856839918
82-20, 91856831239
84-20, 91856741912
84-20, 91856741318
84-20, 91856741312
82-20, 91856741298
82-20, 91856731239
84-20, 91856541912
84-20, 91856541318
84-20, 91856541312
82-20, 91856541298
82-20, 91856531239
82-23, 91856149892
82-20, 91856149882
82-20, 91856149872
82-20, 91856149852
84-20, 91856148998
84-20, 91856148912
84-20, 91856148318
84-20, 91856148312
82-20, 91856148298
84-20, 91856147912
84-20, 91856147318
84-20, 91856147312
82-20, 91856147298
84-20, 91856145912
84-20, 91856145318
84-20, 91856145312
82-20, 91856145298
84-20, 91856141998
84-20, 91856141982
84-20, 91856141972
84-20, 91856141952
84-20, 91856141388
84-20, 91856141382
84-20, 91856141378
84-20, 91856141372
84-20, 91856141358
84-20, 91856141352
82-23, 91847994498
82-20, 91847994488
82-20, 91847994478
82-20, 91847994448
82-20, 91847994438
84-20, 91847991418
82-23, 91847921899
82-23, 91847921893
82-20, 91847921889
82-20, 91847921883
82-20, 91847921879
82-20, 91847921873
82-20, 91847921839
82-20, 91847921833
82-20, 91847921819
82-20, 91847921813
82-20, 91847894523
82-20, 91847894513
82-20, 91847839849
82-20, 91847839819
82-20, 91847834488
82-20, 91847834482
82-20, 91847834478
82-20, 91847834472
82-20, 91847834448
82-20, 91847834442
82-20, 91847834438
82-20, 91847834432
82-20, 91847794523
82-20, 91847794513
82-22, 91847734488
82-22, 91847734482
82-20, 91847734448
82-20, 91847734442
82-20, 91847734438
82-20, 91847734432
82-20, 91847499422
82-20, 91847499412
82-20, 91847498523
82-20, 91847498513
82-20, 91847497523
82-20, 91847497513
82-20, 91847494314
82-20, 91847491592
82-20, 91847491583
82-20, 91847491573
82-20, 91847491543
82-20, 91847491513
86-20, 91847451912
86-20, 91847451318
86-20, 91847451312
84-20, 91847451298
82-20, 91847438488
82-20, 91847438482
82-20, 91847438478
82-20, 91847438472
82-20, 91847438448
82-20, 91847438442
82-20, 91847438438
82-20, 91847438432
82-22, 91847437488
82-22, 91847437482
82-20, 91847437448
82-20, 91847437442
82-20, 91847437438
82-20, 91847437432
84-20, 91847431418
84-20, 91847431412
82-20, 91847431299
82-20, 91847429328
82-20, 91847429318
82-20, 91847424914
82-20, 91847421498
82-20, 91837329913
82-23, 91836235487
82-23, 91836233487
82-20, 91834869849
82-20, 91834869839
82-20, 91834869819
82-20, 91834169849
82-20, 91834169839
82-20, 91834164299
82-20, 91834164293
82-20, 91834163299
82-20, 91834163293
86-20, 91827132539
82-23, 91826338785
82-23, 91826338775
82-23, 91826338745
82-23, 91826338735
82-23, 91826338725
82-23, 91826338715
82-20, 91825869249
82-20, 91825869243
82-20, 91825869229
82-20, 91825869223
82-20, 91825869219
82-20, 91825869213
82-20, 91825865728
82-20, 91825865722
82-20, 91825865718
82-20, 91825865712
82-20, 91825864399
82-20, 91825769249
82-20, 91825769243
82-20, 91825769229
82-20, 91825769223
82-20, 91825769219
82-20, 91825769213
82-20, 91825764399
84-20, 91825162399
84-20, 91823162539
82-24, 91778852322
82-24, 91778852312
82-12, 91778851912
82-16, 91778851422
82-12, 91778851412
82-12, 91778851312
82-12, 91778841912
82-12, 91778841312
82-22, 91778752322
82-22, 91778752312
82-10, 91778751912
82-14, 91778751422
82-10, 91778751412
82-10, 91778751312
82-10, 91778741912
82-10, 91778741312
82-22, 91778652322
82-22, 91778652312
82-10, 91778651912
82-14, 91778651422
82-10, 91778651412
82-10, 91778651312
82-10, 91778641912
82-10, 91778641312
82-12, 91778531217
82-12, 91778158912
82-12, 91778158312
82-10, 91778157912
82-10, 91778157312
82-10, 91778156912
82-10, 91778156312
82-15, 91778154217
82-15, 91778153317
82-17, 91778152392
82-14, 91778152372
82-14, 91778152362
82-14, 91778152352
82-12, 91778151982
82-10, 91778151972
82-10, 91778151962
82-12, 91778151382
82-10, 91778151372
82-10, 91778151362
82-14, 91778151347
82-12, 91778148912
82-12, 91778148312
82-10, 91778147912
82-10, 91778147312
82-10, 91778146912
82-10, 91778146312
82-15, 91778145217
82-12, 91778141982
82-10, 91778141972
82-10, 91778141962
82-12, 91778141382
82-10, 91778141372
82-10, 91778141362
82-14, 91778141357
82-20, 91745681912
82-20, 91745681312
82-20, 91745481912
82-20, 91745481312
82-22, 91745188912
82-22, 91745188312
82-20, 91745186912
82-20, 91745186312
82-20, 91745185912
82-20, 91745185312
82-20, 91745184912
82-20, 91745184312
82-22, 91745181982
82-20, 91745181962
82-20, 91745181952
82-20, 91745181942
82-22, 91745181382
82-20, 91745181362
82-20, 91745181352
82-20, 91745181342
82-20, 91736681239
82-20, 91736681233
82-22, 91736383482
82-20, 91736383462
82-20, 91736383452
82-20, 91736383432
84-20, 91736381412
82-22, 91736381289
82-22, 91736381283
82-20, 91736381269
82-20, 91736381263
82-20, 91736381259
82-20, 91736381253
82-20, 91736381219
82-20, 91736381213
82-22, 91736188412
82-20, 91736186412
82-20, 91736185412
82-20, 91736183239
82-20, 91736183233
82-22, 91736181482
82-20, 91736181462
82-20, 91736181452
82-20, 91736181432
82-22, 91726688523
82-22, 91726688513
82-20, 91726687922
82-20, 91726687912
82-20, 91726687322
82-20, 91726687312
82-20, 91726686572
82-20, 91726686523
82-20, 91726686513
82-20, 91726685523
82-20, 91726685513
82-22, 91726288593
82-22, 91726288583
82-22, 91726288572
82-22, 91726288563
82-22, 91726288553
82-23, 91726287992
82-20, 91726287972
82-20, 91726287962
82-20, 91726287952
82-23, 91726287392
82-20, 91726287372
82-20, 91726287362
82-20, 91726287352
82-22, 91726286583
82-20, 91726286572
82-20, 91726286563
82-20, 91726286553
82-22, 91726285583
82-20, 91726285572
82-20, 91726285563
82-22, 91726282985
82-20, 91726282973
82-20, 91726282965
82-20, 91726282955
82-20, 91726282925
84-20, 91726282523
84-20, 91726282513
82-22, 91726282389
82-20, 91726282369
82-20, 91726282359
82-20, 91726282329
84-20, 91726281925
84-20, 91726281329
82-22, 91726188593
82-22, 91726188583
82-22, 91726188572
82-22, 91726188563
82-22, 91726188553
82-23, 91726187992
82-20, 91726187972
82-20, 91726187962
82-20, 91726187952
82-23, 91726187392
82-20, 91726187372
82-20, 91726187362
82-20, 91726187352
82-22, 91726186583
82-20, 91726186572
82-20, 91726186563
82-20, 91726186553
82-22, 91726185583
82-20, 91726185572
82-20, 91726185563
82-22, 91726181583
82-20, 91726181572
82-20, 91726181563
82-20, 91726181553
82-20, 91726181513
82-20, 91725685622
82-20, 91725685612
82-20, 91725182379
82-20, 91723653639
82-20, 91723653629
82-20, 91723653619
82-20, 91723652639
82-20, 91723652619
82-20, 91723651639
82-20, 91723651629
82-20, 91723182539
82-10, 91687941312
82-22, 91687641912
82-22, 91687641397
82-22, 91687641312
82-10, 91687551913
82-10, 91687551413
82-10, 91687159312
82-10, 91687156912
82-10, 91687156397
82-10, 91687156312
82-10, 91687155913
82-10, 91687155413
82-10, 91687151992
82-10, 91687151962
82-10, 91687151953
82-10, 91687151492
82-24, 91687151462
82-10, 91687151453
82-12, 91678841912
82-12, 91678841312
82-10, 91678741912
82-10, 91678741312
82-10, 91678541912
82-10, 91678541312
82-13, 91678259322
82-13, 91678259312
82-10, 91678257322
82-10, 91678257312
82-10, 91678255322
82-10, 91678255312
82-13, 91678252392
82-10, 91678252372
82-10, 91678252352
82-12, 91678148912
82-12, 91678148312
82-10, 91678147912
82-10, 91678147312
82-10, 91678145912
82-10, 91678145312
82-12, 91678141982
82-10, 91678141972
82-10, 91678141952
82-12, 91678141382
82-10, 91678141372
82-10, 91678141352
82-16, 91617941392
82-14, 91617941382
82-14, 91617941367
82-14, 91617941352
82-10, 91617851992
82-10, 91617851962
82-10, 91617851953
82-10, 91617851492
82-24, 91617851462
82-10, 91617851453
82-22, 91617641982
82-22, 91617641972
82-22, 91617641962
82-22, 91617641952
82-22, 91617641397
82-22, 91617641382
82-22, 91617641372
82-22, 91617641362
82-22, 91617641352
82-12, 91617551992
82-10, 91617551983
82-12, 91617551962
82-16, 91617551492
82-10, 91617551483
82-16, 91617551462
82-10, 81667741312
82-10, 81667641312
82-10, 81667541312
82-10, 81667147312
82-10, 81667146312
82-10, 81667145312
82-10, 81667141372
82-10, 81667141362
82-10, 81667141352
82-16, 71678831218
82-16, 71678741388
82-16, 71678741312
82-16, 71678641312
82-16, 71678541312
82-16, 71678148218
82-16, 71678147388
82-16, 71678147312
82-16, 71678146312
82-16, 71678145312
82-16, 71678141388
82-16, 71678141372
82-16, 71678141362
82-16, 71678141352
82-10, 71558761218
82-10, 71558761217
82-10, 71558661388
82-10, 71558661387
82-10, 71558661312
82-15, 51358375654
82-15, 51358375644
82-15, 51358374654
